ETIQUETA (CLAVE DE INVENTARIO,DESCRIPCION,MARCA,MODELO,SERIE,TIPO,ESTADO FISICO,RESPONSABLE DEL AREA,DEPARTAMENTO:,OBSERVACIÓN  ,PISO,DIRECTOR,ADMINISTRADOR,FECHA DE INGRESO AL AREA
86676,SILLON VERDE 2 ESPACIOS,,,,,B,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,AREAS COMUNES TERCER PISO,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118746,CARRO PARA CHAROLAS ,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118747,CARRO PARA CHAROLAS ,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118752,ESTANTE ACERO INOXIDABLE,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118563,ESTANTE ACERO INOXIDABLE,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118753,BOTE PARA BASURA COLOR GRIS,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118754,CARRO PARA COMIDA ,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118755,ALACENA DE METAL,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118757,BURO,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118567,REFRIGERADOR,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118566,REFRIGERADOR,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13569,MESA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118561,MESA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118382,MESA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118666,ESTUFA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118744,ESTUFA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118569,TARJA DE ACERO INOXIDABLE,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118558,TARJA DE ACERO INOXIDABLE,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
18565,MICROONDAS,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118603,MICROONDAS,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118768,MICROONDAS,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118745,BASCULA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118576,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118587,SILLA ,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118582,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118592,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118597,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118558,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118585,SILLA ,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118579,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118594,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118584,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118589,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118577,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118578,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118769,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118592,MESA REDONDA DE METAL,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118763,MESA REDONDA DE METAL,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118776,MESA REDONDA DE METAL,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118765,MESA REDONDA DE METAL,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118776,CONTENEDOR PARA BOTE DE BASURA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118604,MESA DE ACERO PARA MICROONDAS,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13286,LICUADORA INDUSTRIAL,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118767,DESPACHADOR DE AGUA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118770,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118593,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118595,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118591,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118596,SILLA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118771,MESA REDONDA DE METAL,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118772,CAMPANA DE ACERO INOXIDABLE CON EXTRACTOR,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118773,BOTE PARA BASURA,,,,,B,L.N. MARIA EUGENIA MESTA,COCINA,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
1186112,CAJONERA 2 CAJONES,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
OFNUT08,SILLA ,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
OFNUT01,CAJONERA 2 CAJONES,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118761,REPISA,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118759,REPISA,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118758,REPISA,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118760,REPISA,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
91732,ESCRITORIO,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
OFNUT02,REPISA,,,,,B(COMO DATO),L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
OFNUT03,BASCULA DIGITAL,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
OFNUT04,ESTADIMETRO,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
OFNUT05,EQUIPO DE COMPUTO,ASUS,M62417,515016-160800418,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
129039,IMPRESORA,EPSON,L5190,X5NQ137819,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
129006,REGULADOR DE VOLTAJE,XPOWER,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118606,SILLA SECRETARIAL COLOR NEGRO,,,,,B(COMO DATO),L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
123253,SILLA EJECUTIVA,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
OFNUT06,BOTE PARA BASURA,,,,,COMO DATO,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,COMO DATO,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
OFNUT07,PIZARRON DE CORCHO,,,,,B,L.N. MARIA EUGENIA MESTA,OFICINA NUTRICION,,TERCER PISO,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13356,MESA PASTEUR,,,,,B,DR. JOSE UVALDO REYES SERRANO,BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
11943,TRIPIE,,,,,B,DR. JOSE UVALDO REYES SERRANO,BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
13439,MESA CHICA DE MADERA,,,,,B,DR. JOSE UVALDO REYES SERRANO,BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
TTBT01,ARCO EN C,SIEMENS,CIOS CONNECT,,,B,DR. JOSE UVALDO REYES SERRANO,BRAQUITERAPIA (TOMOTERAPIA),,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
TTBT02,ESTANTE RODABLE,,,,,B,DR. JOSE UVALDO REYES SERRANO,BRAQUITERAPIA (TOMOTERAPIA),,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
129019,EQUIPO DE BRAQUITERAPIA,ECKER ZIEGLER,SAGINOVA,129,,B,DR. JOSE UVALDO REYES SERRANO,BRAQUITERAPIA (TOMOTERAPIA),,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
TTBT03,CONTENEDOR DE FUENTE DE COBALTO,ECKER ZIEGLER,EMERGENCY CONTAINER,,,B,DR. JOSE UVALDO REYES SERRANO,BRAQUITERAPIA (TOMOTERAPIA),,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
129018,ULTRASONIDO,BK MEDICAL,BK3000-01,5015002,,B,DR. JOSE UVALDO REYES SERRANO,BRAQUITERAPIA (TOMOTERAPIA),,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
TTBT04,PHANTOMA,PTW,,T9193,,B,DR. JOSE UVALDO REYES SERRANO,BRAQUITERAPIA (TOMOTERAPIA),,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86594,UPS,TOSHIBA,,99101058096P13,,B,DR. JOSE UVALDO REYES SERRANO,CUARTO DE MAQUINAS,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86595,COMPRESOR,POWEREX,ST5050232,(H)101315-5848436-310,,B,DR. JOSE UVALDO REYES SERRANO,CUARTO DE MAQUINAS,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86596,BOILER,RHEEM,89V50,RN0341433952,,B,DR. JOSE UVALDO REYES SERRANO,CUARTO DE MAQUINAS,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86597,HIDRONEUMATICO,,,,,B,DR. JOSE UVALDO REYES SERRANO,CUARTO DE MAQUINAS,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86598,HIDRONEUMATICO,,,,,B,DR. JOSE UVALDO REYES SERRANO,CUARTO DE MAQUINAS,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
110890,LOCKER 3 GAVETAS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
110858,LOCKER 3 GAVETAS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
110855,LOCKER 3 GAVETAS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
110856,LOCKER 3 GAVETAS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
110854,LOCKER 3 GAVETAS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
110893,LOCKER 3 GAVETAS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
110869,LOCKER 3 GAVETAS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
110894,LOCKER 3 GAVETAS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
110892,LOCKER 3 GAVETAS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86583,LIBRERO 8 PELDAÑOS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
110588,DESPACHADOR DE AGUA,KELVIN,KRFC,1303000126,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
86589,MINISPLIT,TRANE,4MXW4512A1000AA,4J08450000510,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
9737,SILLA CON DESCANSABRAZOS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
9825,SILLA CON DESCANSABRAZOS,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
18586,SILLA METALICA,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
18583,SILLA METALICA,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
18581,SILLA METALICA,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
18580,SILLA METALICA,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
18590,SILLA METALICA,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
113380,BOTE PARA BASURA,,,,,B,DR. JOSE UVALDO REYES SERRANO,RESONANCIA MAGNETICA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CTRLBT01,SILLA SECRETARIAL CON DESCANSABRAZOS,,,,,B,DR. JOSE UVALDO REYES SERRANO,CONTROL DE BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CTRLBT02,SILLA SECRETARIAL CON DESCANSABRAZOS,,,,,B,DR. JOSE UVALDO REYES SERRANO,CONTROL DE BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CTRLBT03,UPS,,,,,B,DR. JOSE UVALDO REYES SERRANO,CONTROL DE BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CTRLBT04,UPS,,,,,B,DR. JOSE UVALDO REYES SERRANO,CONTROL DE BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CTRLBT05,EQUIPO DE COMPUTO ,DELL,,,,B,DR. JOSE UVALDO REYES SERRANO,CONTROL DE BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CTRLBT06,EQUIPO DE COMPUTO,DELL,,,,B,DR. JOSE UVALDO REYES SERRANO,CONTROL DE BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CTRLBT07,IMPRESORA,HP,8210,,,B,DR. JOSE UVALDO REYES SERRANO,CONTROL DE BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CTRLBT08,CONTROL DE MANDO PARA EQUIPO DE BRAQUITERAPIA,,,,,B,DR. JOSE UVALDO REYES SERRANO,CONTROL DE BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CTRLBT09,SISTEMA DE BOSEO,,,,,B,DR. JOSE UVALDO REYES SERRANO,CONTROL DE BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CTRLBT10,CLOSET 4 PUERTAS COLOR CAFÉ,,,,,B,DR. JOSE UVALDO REYES SERRANO,CONTROL DE BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
CTRLBT11,SWITCH DE INTERNET,,,,,B,DR. JOSE UVALDO REYES SERRANO,CONTROL DE BRAQUITERAPIA,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118548,EQUIPO DE COMPUTO PLANEACION,ACCURAY,,12699M00006,,B,DR. JOSE UVALDO REYES SERRANO,PLANEACION Y CONTROL TOMOTHERAPY,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
115262,IMPRESORA MULTIFUNCIONAL,HP,M125A,BRBSH33FMQ,,B,DR. JOSE UVALDO REYES SERRANO,PLANEACION Y CONTROL TOMOTHERAPY,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
118549,EQUIPO DE COMPUTO PLANEACION,ACCURAY,,12699600011,,B,DR. JOSE UVALDO REYES SERRANO,PLANEACION Y CONTROL TOMOTHERAPY,,TOMOTERAPIA,DR. ELIO AARON REYES ESPINOZA,L.A. ALEJANDRA DEL ROCIO PEYNADO MARES,
